Order_ID,Order_Date,Order_Year,Order_Month,Customer_Name,Region,Category,Sales,Discount,Profit
US-2014-124968,2014-Sep-09,2014,Sep,Michelle Moray,Central,Furniture,765.63,0.5,-566.56
CA-2011-122882,2011-Sep-07,2011,Sep,Sean Braxton,East,Technology,399.54,0.7,-559.36
US-2011-148838,2011-Mar-17,2011,Mar,Christine Phan,East,Furniture,1071.58,0.4,-553.65
CA-2013-168032,2013-Jan-30,2013,Jan,David Flashing,Central,Furniture,626.10,0.5,-538.45
CA-2011-126193,2011-Sep-07,2011,Sep,Shahid Shariari,Central,Office Supplies,304.99,0.8,-533.73
CA-2012-124975,2012-Jun-22,2012,Jun,Michael Grace,Central,Furniture,796.43,0.5,-525.64
US-2012-155369,2012-Apr-19,2012,Apr,Patrick Gardner,Central,Office Supplies,310.39,0.8,-512.15
US-2011-106992,2011-Sep-19,2011,Sep,Sean Braxton,Central,Technology,3059.98,0.4,-510.00
CA-2012-119879,2012-Nov-21,2012,Nov,Shahid Shariari,East,Furniture,1252.70,0.4,-480.20
CA-2014-159282,2014-Oct-17,2014,Oct,Gary Hansen,West,Technology,599.99,0.7,-479.99
CA-2012-140221,2012-Mar-05,2012,Mar,Maribeth Schnelling,Central,Office Supplies,180.98,0.8,-470.55
US-2013-100839,2013-Oct-14,2013,Oct,Noah Childs,West,Furniture,727.45,0.5,-465.57
CA-2012-101889,2012-Dec-27,2012,Dec,David Bremer,East,Furniture,1548.99,0.4,-464.70
CA-2014-155075,2014-Dec-03,2014,Dec,Giulietta Weimer,East,Office Supplies,631.18,0.7,-462.86
US-2011-169789,2011-Dec-30,2011,Dec,Maureen Fritzler,West,Office Supplies,551.99,0.7,-459.99
CA-2011-130421,2011-Mar-03,2011,Mar,Sam Craven,Central,Office Supplies,176.77,0.8,-459.61
CA-2014-102204,2014-May-02,2014,May,Caroline Jumper,South,Furniture,933.26,0.5,-458.15
CA-2011-139892,2011-Sep-08,2011,Sep,Becky Martin,Central,Office Supplies,177.98,0.8,-453.85
US-2014-142573,2014-Jul-19,2014,Jul,Maris LaWare,West,Furniture,801.60,0.5,-448.90
US-2011-148838,2011-Mar-17,2011,Mar,Christine Phan,East,Furniture,1579.75,0.4,-447.59
CA-2012-141243,2012-Jan-03,2012,Jan,Amy Hunt,Central,Furniture,1352.40,0.3,-437.54
US-2014-117247,2014-Oct-10,2014,Oct,Cyma Kinney,Central,Furniture,652.45,0.5,-430.62
CA-2014-161739,2014-Nov-11,2014,Nov,Edward Becker,Central,Furniture,341.96,0.6,-427.45
CA-2014-131282,2014-Feb-06,2014,Feb,Cassandra Brandow,Central,Office Supplies,243.99,0.8,-426.99
CA-2014-168389,2014-Dec-12,2014,Dec,Darrin Van Huff,South,Furniture,721.88,0.5,-420.00
CA-2014-118773,2014-Feb-10,2014,Feb,Tom Prescott,Central,Office Supplies,252.78,0.8,-417.09
CA-2014-136448,2014-Sep-17,2014,Sep,Adam Shillingsburg,East,Office Supplies,538.19,0.7,-412.62
CA-2011-122336,2011-Apr-13,2011,Apr,Jonathan Doherty,East,Office Supplies,509.97,0.7,-407.98
US-2011-134614,2011-Sep-20,2011,Sep,Philip Fox,Central,Furniture,617.70,0.5,-407.68
CA-2012-164007,2012-Jun-08,2012,Jun,Maureen Gnade,Central,Office Supplies,143.13,0.8,-393.60
CA-2013-109827,2013-Dec-26,2013,Dec,Laurel Workman,West,Technology,269.97,0.7,-386.96
US-2014-118087,2014-Sep-10,2014,Sep,Stefania Perrino,East,Technology,1931.96,0.4,-386.39
CA-2014-141117,2014-Oct-03,2014,Oct,Juliana Krohn,West,Furniture,217.76,0.7,-384.72
CA-2012-169397,2012-Dec-24,2012,Dec,Joni Blumstein,East,Technology,479.99,0.7,-383.99
US-2012-108966,2012-Oct-11,2012,Oct,Sean O'Donnell,South,Furniture,957.58,0.5,-383.03
US-2013-105452,2013-Jul-29,2013,Jul,Barry Franz,Central,Furniture,302.72,0.6,-378.40
US-2014-161935,2014-Jul-15,2014,Jul,John Lee,East,Technology,1889.95,0.4,-377.99
CA-2012-162950,2012-Jun-28,2012,Jun,Dorothy Wardle,East,Furniture,482.94,0.5,-376.69
CA-2013-114867,2013-Dec-24,2013,Dec,Frank Merwin,East,Technology,1499.97,0.4,-374.99
US-2012-157154,2012-Jan-10,2012,Jan,Michael Moore,East,Furniture,1018.10,0.4,-373.30
US-2014-112347,2014-Dec-03,2014,Dec,Bill Stewart,West,Furniture,242.35,0.7,-363.53
US-2014-139647,2014-May-12,2014,May,Todd Sumrall,West,Furniture,209.98,0.7,-356.96
CA-2013-157749,2013-Jun-05,2013,Jun,Ken Lonsdale,Central,Furniture,419.68,0.6,-356.73
CA-2012-139731,2012-Oct-15,2012,Oct,Joel Eaton,Central,Furniture,2453.43,0.3,-350.49
CA-2014-100223,2014-Jul-06,2014,Jul,Linda Southworth,Central,Furniture,332.03,0.6,-348.63
CA-2011-159520,2011-Jun-06,2011,Jun,Grant Thornton,East,Furniture,991.76,0.4,-347.12
US-2013-146066,2013-Aug-22,2013,Aug,Rick Bensley,East,Furniture,815.29,0.4,-339.71
US-2014-117723,2014-Aug-16,2014,Aug,Dionis Lloyd,East,Office Supplies,1801.63,0.2,-337.81
CA-2011-122931,2011-Sep-29,2011,Sep,Suzanne McNair,East,Office Supplies,1801.63,0.2,-337.81
CA-2012-134719,2012-Oct-10,2012,Oct,John Dryer,South,Office Supplies,1801.63,0.2,-337.81
CA-2012-122756,2012-Dec-03,2012,Dec,Dean Katz,East,Technology,482.34,0.7,-337.64
CA-2011-169775,2011-Aug-29,2011,Aug,Ryan Akin,South,Office Supplies,505.18,0.7,-336.78
US-2011-122959,2011-Dec-12,2011,Dec,Craig Yedwab,Central,Office Supplies,210.39,0.8,-336.63
CA-2011-140165,2011-May-13,2011,May,Erica Hernandez,South,Office Supplies,398.35,0.7,-331.96
CA-2013-155530,2013-Dec-18,2013,Dec,Charles McCrossin,West,Furniture,2003.52,0.2,-325.57
CA-2011-146591,2011-Jan-20,2011,Jan,Toby Swindell,West,Furniture,181.47,0.7,-320.60
US-2014-119438,2014-Mar-19,2014,Mar,Carol Darley,Central,Office Supplies,182.99,0.8,-320.24
US-2014-151316,2014-Jun-25,2014,Jun,Matthew Clasen,Central,Office Supplies,182.99,0.8,-320.24
CA-2013-164924,2013-Jul-11,2013,Jul,Erin Ashbrook,East,Technology,341.99,0.7,-319.19
CA-2013-108987,2013-Sep-09,2013,Sep,Anna Gayman,Central,Furniture,2396.27,0.3,-317.15
US-2012-101399,2012-Jan-17,2012,Jan,Joni Sundaresam,Central,Furniture,254.74,0.6,-312.06
US-2013-127334,2013-Dec-16,2013,Dec,Mike Pelletier,West,Furniture,564.20,0.5,-304.67
CA-2013-108196,2013-Nov-26,2013,Nov,Cindy Stewart,East,Office Supplies,456.59,0.7,-304.39
CA-2013-160241,2013-Nov-30,2013,Nov,Daniel Raglin,Central,Furniture,242.18,0.6,-302.72
US-2013-115455,2013-Sep-09,2013,Sep,Sanjit Engle,Central,Furniture,601.47,0.5,-300.74
CA-2014-105851,2014-Mar-14,2014,Mar,Sanjit Engle,West,Office Supplies,1332.50,0.2,-299.81
CA-2011-165764,2011-Nov-03,2011,Nov,Shahid Hopkins,South,Furniture,945.04,0.4,-299.26
US-2014-134481,2014-Aug-28,2014,Aug,Allen Rosenblatt,East,Furniture,1488.42,0.3,-297.68
US-2014-102890,2014-Jul-01,2014,Jul,Sheri Gordon,East,Furniture,1044.63,0.4,-295.98
CA-2014-107629,2014-Dec-15,2014,Dec,Dave Brooks,Central,Furniture,266.35,0.6,-292.99
CA-2013-162236,2013-Nov-05,2013,Nov,Elpida Rittenbach,South,Furniture,876.30,0.4,-292.10
CA-2012-124891,2012-Jul-31,2012,Jul,Rick Hansen,East,Furniture,1090.78,0.4,-290.88
CA-2014-109183,2014-Dec-05,2014,Dec,Lena Radford,South,Technology,649.00,0.5,-272.58
CA-2014-154039,2014-Feb-18,2014,Feb,Julie Kriz,Central,Furniture,480.96,0.5,-269.34
US-2013-143819,2013-Mar-02,2013,Mar,Karen Daniels,East,Furniture,836.59,0.4,-264.92
CA-2013-145261,2013-Dec-19,2013,Dec,Adrian Hane,West,Furniture,377.45,0.5,-264.22
CA-2014-162691,2014-Aug-02,2014,Aug,Aaron Smayling,Central,Technology,1439.98,0.4,-264.00
US-2013-141544,2013-Aug-31,2013,Aug,Patrick O'Brill,East,Furniture,786.74,0.3,-258.50
CA-2012-135174,2012-Apr-30,2012,Apr,Benjamin Patterson,East,Technology,1022.97,0.4,-255.74
CA-2013-118073,2013-Aug-13,2013,Aug,Cindy Schnelling,South,Furniture,562.29,0.5,-255.59
CA-2014-121839,2014-Sep-25,2014,Sep,Mick Hernandez,East,Technology,1169.69,0.4,-253.43
US-2011-106992,2011-Sep-19,2011,Sep,Sean Braxton,Central,Technology,2519.96,0.4,-252.00
CA-2013-159023,2013-Nov-04,2013,Nov,Natalie Webber,West,Technology,179.99,0.7,-251.99
CA-2013-143406,2013-Sep-27,2013,Sep,Lisa Ryan,Central,Office Supplies,93.03,0.8,-251.19
CA-2011-155796,2011-Nov-11,2011,Nov,Tom Stivers,East,Furniture,521.96,0.5,-250.54
CA-2011-153850,2011-Nov-24,2011,Nov,Thea Hendricks,East,Technology,1502.38,0.4,-250.40
CA-2014-150910,2014-Dec-23,2014,Dec,Jack Lebron,South,Furniture,934.96,0.4,-249.32
US-2014-100930,2014-Apr-08,2014,Apr,Christopher Schild,South,Furniture,620.61,0.5,-248.25
CA-2012-104346,2012-Dec-11,2012,Dec,Irene Maddox,West,Furniture,364.95,0.5,-248.17
US-2012-165743,2012-Nov-20,2012,Nov,Michelle Moray,West,Furniture,145.76,0.7,-247.80
CA-2012-146262,2012-Jan-02,2012,Jan,Victoria Wilson,East,Furniture,452.45,0.5,-244.32
US-2014-152366,2014-Apr-22,2014,Apr,Shirley Jackson,Central,Office Supplies,97.26,0.8,-243.16
CA-2013-130911,2013-Mar-25,2013,Mar,Dan Campbell,East,Furniture,301.47,0.5,-241.18
US-2014-132059,2014-Sep-24,2014,Sep,Arthur Prichep,West,Furniture,180.59,0.7,-240.78
CA-2013-125080,2013-Oct-22,2013,Oct,Victoria Wilson,East,Furniture,661.18,0.4,-231.41
CA-2014-154760,2014-Jan-10,2014,Jan,Beth Paige,East,Office Supplies,274.49,0.7,-228.74
CA-2011-142839,2011-Aug-16,2011,Aug,Troy Staebel,East,Furniture,853.09,0.4,-227.49
US-2014-141677,2014-Mar-27,2014,Mar,Heather Kirkland,Central,Office Supplies,87.17,0.8,-226.64
CA-2013-168956,2013-Feb-16,2013,Feb,Erin Ashbrook,Central,Office Supplies,92.06,0.8,-225.56
US-2013-110170,2013-Sep-28,2013,Sep,Harry Marie,Central,Furniture,956.66,0.3,-225.10
US-2013-131611,2013-Nov-06,2013,Nov,Emily Phan,Central,Furniture,956.66,0.3,-225.10
CA-2012-113404,2012-Jul-16,2012,Jul,Eleni McCrary,West,Furniture,1348.70,0.2,-219.16
CA-2013-134936,2013-Dec-20,2013,Dec,Erin Smith,West,Furniture,455.97,0.5,-218.87
CA-2013-113243,2013-Jun-11,2013,Jun,Olvera Toch,West,Furniture,1335.68,0.2,-217.05
CA-2011-114181,2011-May-10,2011,May,Art Foster,East,Furniture,349.97,0.5,-216.98
CA-2013-129861,2013-Jun-18,2013,Jun,Denise Monton,East,Furniture,376.87,0.4,-213.56
CA-2012-167010,2012-Apr-05,2012,Apr,Valerie Takahito,East,Furniture,352.45,0.5,-211.47
CA-2011-105984,2011-Nov-24,2011,Nov,Muhammed Yedwab,East,Technology,1049.97,0.4,-209.99
CA-2011-106229,2011-Jun-07,2011,Jun,Nick Radford,Central,Furniture,268.94,0.5,-209.77
US-2012-164238,2012-Aug-16,2012,Aug,Joni Wasserman,East,Furniture,301.47,0.5,-205.00
US-2012-140200,2012-Jul-26,2012,Jul,Cynthia Arntzen,West,Furniture,393.17,0.5,-204.45
US-2013-122245,2013-Sep-26,2013,Sep,Adrian Barton,West,Furniture,393.17,0.5,-204.45
CA-2013-112697,2013-Dec-19,2013,Dec,Alan Haines,South,Office Supplies,961.48,0.2,-204.31
CA-2011-121629,2011-Nov-28,2011,Nov,Brian Thompson,Central,Technology,998.85,0.4,-199.77
US-2011-127978,2011-Mar-03,2011,Mar,Jill Stevenson,East,Furniture,302.45,0.5,-199.62
CA-2013-130820,2013-Nov-16,2013,Nov,Odella Nelson,South,Furniture,630.02,0.4,-199.51
US-2014-125647,2014-Sep-24,2014,Sep,Lena Cacioppo,Central,Office Supplies,73.18,0.8,-197.58
CA-2013-131289,2013-Dec-09,2013,Dec,Stefania Perrino,West,Furniture,1421.66,0.2,-195.48
CA-2013-110898,2013-Mar-07,2013,Mar,Lena Cacioppo,Central,Furniture,159.04,0.6,-194.82
CA-2014-147760,2014-Nov-05,2014,Nov,Kelly Lampkin,South,Furniture,523.76,0.4,-192.05
US-2011-115189,2011-Dec-30,2011,Dec,Alex Russell,East,Furniture,523.76,0.4,-192.05
CA-2012-143364,2012-Jul-14,2012,Jul,Toby Gnade,West,Furniture,127.76,0.7,-191.65
CA-2012-129217,2012-May-10,2012,May,Dennis Pardue,Central,Office Supplies,70.97,0.8,-191.62
CA-2013-157707,2013-Oct-11,2013,Oct,Corey Catlett,West,Furniture,90.88,0.7,-190.85
CA-2014-121300,2014-Sep-30,2014,Sep,Maureen Gastineau,East,Furniture,344.22,0.4,-189.32
CA-2012-112767,2012-Aug-02,2012,Aug,Darren Koutras,West,Furniture,277.50,0.5,-188.70
CA-2014-151750,2014-Jan-02,2014,Jan,Janet Martin,Central,Furniture,141.42,0.6,-187.38
CA-2012-105613,2012-Oct-18,2012,Oct,Kristina Nunn,Central,Office Supplies,73.16,0.8,-186.57
CA-2014-127782,2014-Nov-03,2014,Nov,Thea Hudgings,East,Technology,859.20,0.4,-186.16
CA-2014-135937,2014-Feb-21,2014,Feb,Katherine Murray,West,Furniture,386.91,0.5,-185.72
CA-2011-145800,2011-May-30,2011,May,Shahid Shariari,Central,Furniture,355.46,0.5,-184.84
CA-2014-116946,2014-Dec-20,2014,Dec,Tony Sayre,West,Furniture,102.02,0.7,-183.63
CA-2012-121720,2012-Jun-11,2012,Jun,Jim Epp,South,Furniture,1123.92,0.2,-182.64
CA-2012-157133,2012-Nov-28,2012,Nov,Lena Creighton,Central,Furniture,151.96,0.6,-182.35
US-2014-141558,2014-Mar-12,2014,Mar,Marc Harrigan,East,Technology,776.85,0.4,-181.27
CA-2014-150266,2014-Nov-26,2014,Nov,Rose O'Brian,Central,Office Supplies,67.84,0.8,-179.78
US-2014-116701,2014-Dec-18,2014,Dec,Logan Currie,Central,Office Supplies,66.28,0.8,-178.97
CA-2014-163006,2014-Jul-01,2014,Jul,Gary Hansen,Central,Furniture,569.06,0.3,-178.85
CA-2012-153388,2012-Aug-01,2012,Aug,Pauline Chand,West,Furniture,1004.98,0.2,-175.87
CA-2011-163468,2011-Nov-18,2011,Nov,Joe Kamberova,Central,Furniture,292.10,0.5,-175.26
CA-2014-132290,2014-Mar-11,2014,Mar,Maribeth Dona,Central,Furniture,933.41,0.3,-173.35
US-2013-160528,2013-Aug-24,2013,Aug,Mick Hernandez,Central,Office Supplies,727.30,0.2,-172.73
CA-2011-119172,2011-May-11,2011,May,Harold Dahlen,Central,Office Supplies,104.58,0.8,-172.56
CA-2011-138317,2011-Jun-21,2011,Jun,Natalie Webber,East,Technology,206.99,0.7,-172.49
CA-2011-113880,2011-Mar-01,2011,Mar,Vicky Freymann,Central,Furniture,634.12,0.3,-172.12
US-2011-112872,2011-Dec-06,2011,Dec,Ryan Crowe,West,Furniture,275.49,0.5,-170.80
CA-2014-147207,2014-Jan-03,2014,Jan,Trudy Schmidt,Central,Furniture,913.43,0.3,-169.64
CA-2013-112697,2013-Dec-19,2013,Dec,Alan Haines,South,Office Supplies,254.06,0.7,-169.37
CA-2011-103373,2011-May-18,2011,May,Bruce Stewart,East,Technology,779.80,0.4,-168.96
CA-2014-156237,2014-Sep-15,2014,Sep,Pamela Stobb,East,Technology,241.17,0.7,-168.82
CA-2013-127236,2013-Mar-30,2013,Mar,Troy Blackwell,East,Furniture,299.98,0.5,-167.99
CA-2013-140928,2013-Sep-19,2013,Sep,Nona Balk,South,Furniture,383.44,0.5,-167.32
CA-2011-168984,2011-Nov-26,2011,Nov,Natalie Webber,West,Office Supplies,669.08,0.2,-167.27
CA-2013-144540,2013-Sep-06,2013,Sep,Gary Hansen,Central,Office Supplies,62.79,0.8,-166.39
US-2011-130379,2011-May-25,2011,May,Janet Lee,Central,Office Supplies,75.60,0.8,-166.32
US-2012-130512,2012-Aug-21,2012,Aug,Sean Miller,East,Office Supplies,663.07,0.2,-165.77
CA-2013-129280,2013-May-04,2013,May,Susan MacKendrick,East,Technology,224.94,0.7,-164.95
CA-2014-103478,2014-Jul-22,2014,Jul,Kelly Lampkin,Central,Office Supplies,94.19,0.8,-164.84
US-2012-165512,2012-May-24,2012,May,Vivek Sundaresam,Central,Furniture,602.65,0.3,-163.58
CA-2013-161907,2013-Apr-06,2013,Apr,Justin Hirsh,East,Office Supplies,769.18,0.2,-163.45
US-2012-154389,2012-Nov-27,2012,Nov,Eugene Hildebrand,East,Technology,748.75,0.4,-162.23
CA-2011-133690,2011-Aug-03,2011,Aug,Bruce Stewart,West,Furniture,218.75,0.5,-161.88
CA-2012-150714,2012-Oct-26,2012,Oct,Kristen Hastings,West,Office Supplies,718.64,0.2,-161.69
CA-2013-120824,2013-Jun-13,2013,Jun,Arthur Wiediger,Central,Office Supplies,64.38,0.8,-160.96
US-2013-131611,2013-Nov-06,2013,Nov,Emily Phan,Central,Furniture,863.13,0.3,-160.30
CA-2014-144526,2014-May-01,2014,May,Quincy Jones,East,Technology,677.58,0.4,-158.10
CA-2013-121223,2013-Sep-12,2013,Sep,Giulietta Dortch,East,Technology,728.95,0.4,-157.94
US-2012-168935,2012-Nov-27,2012,Nov,Denny Ordway,South,Furniture,375.46,0.5,-157.01
US-2013-150861,2013-Dec-04,2013,Dec,Emily Grady,East,Furniture,400.03,0.4,-153.35
US-2013-141264,2013-Aug-14,2013,Aug,Carol Triggs,Central,Office Supplies,58.92,0.8,-153.20
CA-2012-131338,2012-Aug-09,2012,Aug,Naresj Patel,East,Furniture,382.81,0.4,-153.12
CA-2014-105991,2014-May-06,2014,May,Lisa Hazard,West,Furniture,89.99,0.7,-152.98
CA-2011-137274,2011-Mar-29,2011,Mar,Mike Gockenbach,Central,Furniture,890.84,0.3,-152.72
CA-2013-154018,2013-Oct-14,2013,Oct,Helen Andreada,Central,Furniture,139.92,0.6,-150.41
US-2012-138303,2012-Sep-03,2012,Sep,Mike Gockenbach,East,Office Supplies,666.25,0.2,-149.91
CA-2013-106950,2013-Sep-03,2013,Sep,Joe Elijah,South,Furniture,472.52,0.4,-149.63
CA-2013-117590,2013-Dec-09,2013,Dec,Gene Hale,Central,Furniture,190.92,0.6,-147.96
CA-2013-162187,2013-Dec-12,2013,Dec,Noel Staavos,East,Furniture,328.59,0.4,-147.87
CA-2011-169684,2011-Oct-20,2011,Oct,Fred Hopkins,South,Furniture,328.59,0.4,-147.87
CA-2014-115651,2014-Jul-10,2014,Jul,Noel Staavos,Central,Office Supplies,58.46,0.8,-146.16
US-2014-155425,2014-Nov-11,2014,Nov,Ann Blume,West,Furniture,899.14,0.2,-146.11
US-2012-120131,2012-Dec-18,2012,Dec,Liz MacKendrick,East,Office Supplies,646.78,0.2,-145.52
US-2013-123750,2013-Apr-16,2013,Apr,Ross Baird,South,Office Supplies,189.59,0.7,-145.35
CA-2014-163160,2014-Oct-14,2014,Oct,Troy Staebel,Central,Office Supplies,96.78,0.8,-145.18
CA-2012-104346,2012-Dec-11,2012,Dec,Irene Maddox,West,Furniture,69.58,0.7,-143.79
CA-2013-149272,2013-Mar-16,2013,Mar,Muhammed Yedwab,Central,Furniture,528.43,0.3,-143.43
US-2011-117380,2011-Mar-28,2011,Mar,Mike Pelletier,East,Furniture,330.59,0.4,-143.25
CA-2013-164784,2013-May-02,2013,May,Herbert Flentye,South,Furniture,370.62,0.4,-142.07
CA-2011-143903,2011-Jul-20,2011,Jul,Katherine Murray,Central,Furniture,981.37,0.3,-140.20
CA-2014-149888,2014-Nov-08,2014,Nov,Emily Phan,East,Furniture,350.35,0.4,-140.14
US-2013-114013,2013-Mar-14,2013,Mar,Stewart Carmichael,East,Office Supplies,552.56,0.2,-138.14
CA-2013-164770,2013-Dec-03,2013,Dec,Muhammed Yedwab,Central,Furniture,781.86,0.3,-137.98
CA-2013-162187,2013-Dec-12,2013,Dec,Noel Staavos,East,Furniture,458.43,0.3,-137.53
CA-2013-143406,2013-Sep-27,2013,Sep,Lisa Ryan,Central,Furniture,454.97,0.3,-136.49
CA-2012-146563,2012-Aug-24,2012,Aug,Cassandra Brandow,Central,Office Supplies,724.08,0.2,-135.77
CA-2014-142909,2014-Dec-23,2014,Dec,Alex Grayson,West,Furniture,182.55,0.5,-135.09
CA-2012-102876,2012-Sep-07,2012,Sep,Lisa Ryan,East,Technology,791.96,0.4,-131.99
CA-2011-134572,2011-Apr-20,2011,Apr,Seth Vernon,Central,Furniture,401.59,0.3,-131.95
US-2013-144057,2013-May-10,2013,May,Cynthia Voltz,Central,Office Supplies,48.78,0.8,-131.72
CA-2014-105410,2014-Mar-20,2014,Mar,Natalie DeCherney,West,Technology,657.50,0.2,-131.50
US-2014-152380,2014-Nov-20,2014,Nov,Jonathan Howell,Central,Furniture,219.08,0.5,-131.45
US-2011-100853,2011-Sep-14,2011,Sep,Jennifer Braxton,Central,Office Supplies,52.45,0.8,-131.12
CA-2011-155887,2011-May-12,2011,May,Kean Thornton,East,Furniture,700.06,0.3,-130.01
CA-2014-143378,2014-Sep-20,2014,Sep,Justin Ritter,West,Furniture,72.59,0.7,-128.24
CA-2013-145730,2013-Mar-04,2013,Mar,Chris Cortes,Central,Furniture,637.90,0.3,-127.58
CA-2014-125451,2014-Oct-24,2014,Oct,Adam Hart,East,Furniture,637.90,0.3,-127.58
CA-2011-166863,2011-Jun-20,2011,Jun,Sam Craven,Central,Office Supplies,509.49,0.2,-127.37
US-2013-103646,2013-Apr-22,2013,Apr,Sibella Parks,Central,Office Supplies,48.79,0.8,-126.86
US-2012-122784,2012-Jul-20,2012,Jul,Russell Applegate,Central,Furniture,384.94,0.3,-126.48
CA-2012-137064,2012-Feb-06,2012,Feb,Trudy Schmidt,Central,Office Supplies,670.75,0.2,-125.77
CA-2014-137785,2014-May-14,2014,May,Mick Hernandez,East,Furniture,458.43,0.3,-124.43
CA-2013-133816,2013-May-11,2013,May,Christopher Schild,East,Technology,743.99,0.4,-124.00
US-2012-118983,2012-Nov-22,2012,Nov,Harold Pawlan,Central,Office Supplies,68.81,0.8,-123.86
CA-2011-142587,2011-Oct-21,2011,Oct,Tracy Blumstein,East,Furniture,409.59,0.4,-122.88
US-2011-148838,2011-Mar-17,2011,Mar,Christine Phan,East,Furniture,613.91,0.4,-122.78
